Date and time,Mode,Distance,Duration,Price
2022-01-25 19:05,Bus,0.5,0.02,1.0
2022-07-01 20:07,Bus,2.7,0.08,1.0
2022-02-19 14:41,Bus,0.8,0.03,1.0
2022-08-16 08:37,Bus,1.3,0.06,1.0
2022-01-27 15:59,Bus,0.7,0.02,1.0
2022-11-29 22:06,Bus,2.0,0.09,1.0
2022-07-26 09:25,Bus,1.3,0.05,1.0
2022-12-29 18:26,Bus,1.4,0.06,1.0
2022-06-10 17:07,Bus,0.5,0.02,1.0
2022-06-22 11:16,Bus,2.3,0.07,1.0
2022-12-05 18:07,Bus,0.4,0.02,1.0
2022-02-25 19:06,Bus,2.5,0.1,1.0
2022-12-12 16:21,Bus,4.1,0.17,1.0
2022-02-21 20:45,Bus,0.6,0.03,1.0
2022-09-26 08:20,Bus,3.2,0.16,1.0
2022-01-03 08:49,Bus,1.7,0.12,1.0
2022-10-23 14:31,Bus,0.5,0.02,1.0
2022-05-27 07:55,Bus,1.8,0.07,1.0
2022-12-29 20:09,Bus,1.8,0.1,1.0
2022-06-16 22:05,Bus,1.2,0.06,1.0
2022-04-26 19:42,Bus,1.9,0.07,1.0
2022-12-09 14:37,Bus,3.1,0.11,1.0
2022-02-26 22:51,Bus,1.0,0.03,1.0
2022-12-04 16:06,Bus,0.9,0.05,1.0
2022-06-11 17:20,Bus,2.9,0.11,1.0
2022-02-25 15:41,Bus,2.7,0.09,1.0
2022-02-05 20:52,Bus,0.4,0.01,1.0
2022-10-31 09:34,Bus,3.2,0.12,1.0
2022-04-20 12:34,Bus,0.7,0.03,1.0
2022-06-06 20:31,Bus,0.3,0.01,1.0
2022-08-01 17:58,Bus,1.3,0.05,1.0
2022-01-30 18:17,Bus,1.5,0.04,1.0
2022-08-29 17:49,Bus,2.1,0.07,1.0
2022-11-25 16:56,Bus,0.8,0.04,1.0
2022-12-24 22:20,Bus,0.8,0.03,1.0
2022-08-20 13:34,Bus,1.8,0.06,1.0
2022-12-13 19:04,Bus,0.6,0.03,1.0
2022-03-09 08:08,Bus,1.3,0.08,1.0
2022-09-05 08:21,Bus,2.0,0.13,1.0
2022-06-22 21:10,Bus,2.2,0.13,1.0
2022-12-02 18:27,Bus,0.9,0.04,1.0
2022-09-01 13:37,Bus,1.1,0.05,1.0
2022-08-22 15:35,Bus,1.7,0.1,1.0
2022-04-07 21:34,Bus,2.5,0.08,1.0
2022-04-24 14:05,Bus,2.4,0.09,1.0
2022-12-04 16:43,Bus,1.1,0.03,1.0
2022-04-05 16:22,Bus,1.5,0.06,1.0
2022-05-06 19:26,Bus,0.4,0.02,1.0
2022-12-03 22:23,Bus,0.4,0.02,1.0
2022-12-15 07:27,Bus,3.6,0.21,1.0
2022-05-17 20:40,Bus,1.5,0.07,1.0
2022-02-16 09:18,Bus,0.6,0.02,1.0
2022-11-30 17:11,Bus,2.2,0.07,1.0
2022-11-10 11:46,Bus,1.3,0.06,1.0
2022-05-14 15:36,Bus,5.5,0.25,1.0
2022-01-05 19:30,Bus,0.3,0.01,1.0
2022-09-08 17:56,Bus,1.2,0.04,1.0
2022-05-09 20:05,Bus,0.6,0.02,1.0
2022-07-21 19:26,Bus,0.7,0.03,1.0
2022-07-26 17:50,Bus,0.6,0.03,1.0
2022-03-15 18:19,Bus,1.0,0.04,1.0
2022-12-02 20:49,Bus,0.8,0.03,1.0
2022-09-10 16:22,Bus,2.0,0.12,1.0
2022-02-20 11:50,Bus,1.6,0.06,1.0
2022-11-29 08:15,Bus,0.3,0.02,1.0
2022-05-03 11:49,Bus,1.0,0.04,1.0
2022-09-21 17:17,Bus,1.0,0.04,1.0
2022-11-14 17:01,Bus,2.7,0.14,1.0
2022-03-03 17:37,Bus,2.3,0.09,1.0
2022-10-19 21:50,Bus,1.2,0.06,1.0
2022-08-22 07:10,Bus,1.9,0.07,1.0
2022-04-09 16:53,Bus,2.2,0.08,1.0
2022-11-12 16:22,Bus,1.7,0.06,1.0
2022-03-31 17:13,Bus,1.7,0.06,1.0
2022-06-29 08:47,Bus,2.7,0.11,1.0
2022-11-24 12:19,Bus,1.7,0.07,1.0
2022-05-19 22:51,Bus,0.5,0.01,1.0
2022-05-31 08:51,Bus,0.2,0.01,1.0
2022-01-01 15:42,Bus,1.1,0.06,1.0
2022-04-20 09:53,Bus,1.1,0.04,1.0
2022-07-27 19:10,Bus,2.2,0.11,1.0
2022-08-16 08:51,Bus,0.3,0.02,1.0
2022-02-24 10:35,Bus,1.4,0.06,1.0
2022-07-21 19:34,Bus,0.8,0.03,1.0
2022-12-21 16:15,Bus,1.9,0.08,1.0
2022-10-20 23:17,Bus,0.6,0.03,1.0
2022-02-03 08:02,Bus,1.2,0.08,1.0
2022-01-09 21:06,Bus,0.3,0.01,1.0
2022-07-24 16:51,Bus,1.1,0.04,1.0
2022-03-06 09:01,Bus,0.5,0.02,1.0
2022-04-13 08:04,Bus,1.2,0.08,1.0
2022-09-21 06:12,Bus,2.1,0.1,1.0
2022-02-23 08:38,Bus,1.0,0.05,1.0
2022-12-27 08:21,Bus,0.7,0.03,1.0
2022-06-21 10:41,Bus,0.8,0.03,1.0
2022-01-25 21:39,Bus,2.8,0.12,1.0
2022-12-20 18:17,Bus,2.1,0.07,1.0
2022-04-06 16:27,Bus,2.1,0.09,1.0
2022-08-11 22:09,Bus,2.9,0.12,1.0
2022-05-17 19:50,Bus,1.4,0.07,1.0
2022-01-21 10:31,Bus,0.7,0.03,1.0
2022-06-15 09:38,Bus,1.4,0.06,1.0
2022-08-04 17:17,Bus,0.8,0.03,1.0
2022-07-11 20:23,Bus,0.2,0.01,1.0
2022-04-26 16:19,Bus,1.3,0.04,1.0
2022-11-30 08:35,Bus,1.1,0.05,1.0
2022-05-21 12:34,Bus,1.7,0.07,1.0
2022-01-19 15:48,Bus,1.1,0.05,1.0
2022-09-28 14:12,Bus,0.7,0.04,1.0
2022-03-06 16:15,Bus,0.6,0.02,1.0
2022-05-05 08:31,Bus,0.7,0.03,1.0
2022-08-01 07:35,Bus,0.8,0.04,1.0
2022-01-07 18:50,Bus,2.7,0.12,1.0
2022-07-12 16:43,Bus,3.4,0.16,1.0
2022-03-03 09:15,Bus,1.8,0.11,1.0
2022-12-30 21:02,Bus,1.4,0.05,1.0
2022-03-14 17:03,Bus,0.3,0.01,1.0
2022-03-30 21:06,Bus,1.0,0.03,1.0
2022-01-05 18:55,Bus,0.9,0.05,1.0
2022-10-18 10:31,Bus,1.3,0.05,1.0
2022-04-23 19:34,Bus,1.1,0.04,1.0
2022-02-11 08:14,Bus,2.2,0.11,1.0
2022-04-01 22:34,Bus,1.4,0.04,1.0
2022-02-11 16:39,Bus,0.9,0.03,1.0
2022-08-18 09:11,Bus,1.0,0.05,1.0
2022-01-12 09:32,Bus,1.3,0.04,1.0
2022-09-01 18:35,Bus,0.8,0.03,1.0
2022-04-08 23:07,Bus,0.7,0.03,1.0
2022-04-11 19:38,Bus,2.4,0.08,1.0
2022-04-21 09:10,Bus,0.8,0.04,1.0
2022-07-16 21:18,Bus,2.3,0.1,1.0
2022-08-07 20:47,Bus,0.9,0.04,1.0
2022-09-18 10:17,Bus,2.9,0.11,1.0
2022-04-05 18:45,Bus,2.0,0.09,1.0
2022-12-08 12:52,Bus,0.7,0.02,1.0
2022-05-01 12:26,Bus,2.0,0.07,1.0
2022-01-04 11:05,Bus,0.9,0.04,1.0
2022-09-12 20:48,Bus,0.9,0.03,1.0
2022-06-21 19:28,Bus,2.9,0.13,1.0
2022-02-28 22:47,Bus,2.2,0.08,1.0
2022-11-07 10:09,Bus,1.3,0.07,1.0
2022-12-09 14:26,Bus,0.8,0.03,1.0
2022-07-02 21:58,Bus,0.6,0.02,1.0
2022-08-23 17:55,Bus,2.0,0.08,1.0
2022-07-23 18:18,Bus,1.1,0.05,1.0
2022-06-26 12:32,Bus,1.6,0.07,1.0
2022-07-28 09:48,Bus,2.2,0.09,1.0
2022-11-05 12:20,Bus,0.8,0.03,1.0
2022-03-06 09:52,Bus,1.1,0.04,1.0
2022-01-11 07:23,Bus,1.5,0.07,1.0
2022-11-18 22:02,Bus,0.4,0.01,1.0
2022-05-19 14:56,Bus,0.6,0.02,1.0
2022-01-05 08:03,Bus,2.6,0.08,1.0
2022-06-29 14:29,Bus,2.0,0.08,1.0
2022-03-08 20:25,Bus,1.9,0.06,1.0
2022-05-03 19:53,Bus,1.8,0.09,1.0
2022-05-30 09:14,Bus,1.6,0.08,1.0
2022-04-07 09:44,Bus,0.8,0.04,1.0
2022-07-28 17:15,Bus,0.6,0.03,1.0
2022-11-19 21:03,Bus,1.7,0.07,1.0
2022-10-28 18:04,Bus,0.3,0.01,1.0
2022-08-31 09:05,Bus,2.2,0.16,1.0
2022-05-28 18:10,Bus,1.7,0.07,1.0
2022-11-25 20:43,Bus,2.0,0.09,1.0
2022-10-06 09:39,Bus,2.5,0.09,1.0
2022-08-27 21:28,Bus,2.6,0.09,1.0
2022-06-01 06:07,Bus,2.1,0.08,1.0
2022-10-09 15:19,Bus,0.7,0.02,1.0
2022-01-10 18:37,Bus,3.3,0.12,1.0
2022-02-15 16:04,Bus,1.5,0.07,1.0
2022-03-07 19:15,Bus,1.4,0.06,1.0
2022-10-18 08:52,Bus,1.5,0.09,1.0
2022-11-29 09:56,Bus,3.6,0.15,1.0
2022-03-11 18:43,Bus,2.2,0.08,1.0
2022-11-28 09:20,Bus,2.9,0.14,1.0
2022-05-27 22:42,Bus,0.5,0.03,1.0
2022-08-17 20:12,Bus,2.5,0.09,1.0
2022-02-12 18:57,Bus,0.5,0.02,1.0
2022-06-22 11:13,Bus,2.6,0.09,1.0
2022-06-09 15:39,Bus,1.3,0.05,1.0
2022-03-04 20:30,Bus,1.1,0.04,1.0
2022-11-02 21:36,Bus,1.1,0.05,1.0
2022-08-25 20:11,Bus,3.0,0.15,1.0
2022-11-08 19:12,Bus,3.6,0.16,1.0
2022-02-27 15:41,Bus,0.7,0.02,1.0
2022-02-12 11:43,Bus,1.6,0.07,1.0
2022-06-08 10:56,Bus,1.8,0.07,1.0
2022-01-28 22:51,Bus,2.8,0.16,1.0
2022-01-06 21:10,Bus,0.7,0.02,1.0
2022-07-28 14:18,Bus,2.0,0.07,1.0
2022-09-02 10:35,Bus,0.7,0.03,1.0
2022-02-23 16:36,Bus,0.6,0.03,1.0
2022-05-18 21:21,Bus,0.8,0.03,1.0
2022-03-23 19:51,Bus,3.1,0.1,1.0
2022-09-06 06:40,Bus,0.9,0.04,1.0
2022-05-14 16:29,Bus,3.7,0.11,1.0
2022-09-19 09:39,Bus,0.7,0.02,1.0
2022-11-18 20:23,Bus,0.3,0.01,1.0
2022-01-27 11:47,Bus,2.2,0.09,1.0
2022-05-13 08:16,Bus,0.4,0.02,1.0
2022-04-25 18:12,Bus,0.6,0.02,1.0
2022-01-25 11:55,Bus,0.3,0.01,1.0
2022-01-25 07:18,Bus,1.0,0.05,1.0
2022-06-07 19:05,Bus,1.8,0.06,1.0
2022-10-01 18:40,Bus,0.3,0.01,1.0
2022-03-31 21:34,Bus,1.5,0.08,1.0
2022-01-08 19:23,Bus,3.7,0.13,1.0
2022-12-21 16:55,Bus,0.7,0.03,1.0
2022-08-12 12:38,Bus,0.5,0.02,1.0
2022-08-28 16:08,Bus,1.5,0.07,1.0
2022-01-28 21:18,Bus,3.5,0.14,1.0
2022-05-11 17:30,Bus,0.9,0.04,1.0
2022-12-11 08:50,Bus,0.8,0.04,1.0
2022-12-31 14:05,Bus,0.4,0.02,1.0
2022-05-04 17:35,Bus,0.5,0.02,1.0
2022-10-02 12:06,Bus,0.9,0.03,1.0
2022-03-26 22:35,Bus,1.2,0.04,1.0
2022-08-26 19:41,Bus,0.7,0.03,1.0
2022-11-05 15:42,Bus,0.4,0.02,1.0
2022-12-02 19:17,Bus,0.9,0.04,1.0
2022-02-07 18:03,Bus,1.3,0.05,1.0
2022-12-08 10:58,Bus,0.5,0.02,1.0
2022-09-28 18:33,Bus,0.5,0.03,1.0
2022-10-08 15:19,Bus,1.0,0.03,1.0
2022-05-07 14:05,Bus,1.3,0.05,1.0
2022-09-06 22:33,Bus,2.2,0.1,1.0
2022-04-06 15:06,Bus,1.4,0.05,1.0
2022-06-04 18:27,Bus,1.2,0.03,1.0
2022-01-21 10:50,Bus,2.0,0.06,1.0
2022-03-03 10:36,Bus,0.6,0.03,1.0
2022-06-15 14:13,Bus,0.5,0.02,1.0
2022-01-31 10:30,Bus,0.7,0.02,1.0
2022-01-12 17:02,Bus,0.9,0.04,1.0
2022-01-31 13:11,Bus,0.6,0.03,1.0
2022-03-26 21:27,Bus,1.0,0.03,1.0
2022-01-31 18:12,Bus,1.6,0.08,1.0
2022-09-24 14:42,Bus,1.0,0.05,1.0
2022-04-20 16:04,Bus,2.1,0.09,1.0
2022-01-23 15:38,Bus,0.3,0.02,1.0
2022-04-10 10:13,Bus,3.2,0.12,1.0
2022-10-21 08:20,Bus,4.9,0.23,1.0
2022-10-13 20:16,Bus,1.7,0.06,1.0
2022-06-30 18:52,Bus,1.4,0.06,1.0
2022-05-04 21:08,Bus,2.1,0.09,1.0
2022-07-22 17:38,Bus,0.3,0.01,1.0
2022-10-20 09:11,Bus,0.3,0.01,1.0
2022-11-28 09:27,Bus,0.7,0.03,1.0
2022-10-20 20:36,Bus,2.7,0.09,1.0
2022-12-24 20:35,Bus,2.7,0.13,1.0
2022-05-21 14:38,Bus,0.6,0.03,1.0
2022-01-21 18:28,Bus,1.5,0.08,1.0
2022-03-18 20:07,Bus,1.4,0.06,1.0
2022-05-30 21:26,Bus,2.0,0.07,1.0
2022-12-14 18:40,Bus,1.7,0.06,1.0
2022-04-25 19:32,Bus,0.9,0.04,1.0
2022-03-04 10:28,Bus,3.9,0.18,1.0
2022-09-03 09:04,Bus,2.7,0.11,1.0
2022-09-26 20:37,Bus,0.9,0.04,1.0
2022-08-12 08:52,Bus,3.8,0.23,1.0
2022-02-18 18:58,Bus,1.3,0.04,1.0
2022-01-17 20:32,Bus,1.1,0.04,1.0
2022-03-29 11:48,Bus,2.8,0.11,1.0
2022-08-31 08:51,Bus,1.7,0.08,1.0
2022-02-09 20:22,Bus,0.6,0.04,1.0
2022-08-03 18:08,Bus,1.8,0.08,1.0
2022-09-16 21:19,Bus,3.5,0.13,1.0
2022-05-02 09:23,Bus,0.2,0.01,1.0
2022-01-26 21:40,Bus,6.5,0.25,1.0
2022-06-28 16:33,Bus,0.8,0.03,1.0
2022-05-11 10:42,Bus,1.1,0.04,1.0
2022-02-16 22:47,Bus,2.1,0.08,1.0
2022-04-12 19:19,Bus,0.7,0.03,1.0
2022-09-16 21:04,Bus,0.8,0.04,1.0
2022-12-10 08:13,Bus,1.8,0.06,1.0
2022-02-21 19:34,Bus,1.5,0.06,1.0
2022-05-04 09:55,Bus,0.5,0.03,1.0
2022-07-10 11:09,Bus,0.6,0.02,1.0
2022-12-29 09:48,Bus,0.8,0.04,1.0
2022-12-08 08:48,Bus,0.8,0.04,1.0
2022-03-25 07:29,Bus,0.5,0.02,1.0
2022-07-03 12:34,Bus,4.8,0.21,1.0
2022-08-26 19:30,Bus,0.6,0.03,1.0
2022-02-11 08:36,Bus,0.3,0.03,1.0
2022-04-29 22:45,Bus,1.8,0.08,1.0
2022-03-29 17:22,Bus,5.2,0.31,1.0
2022-08-30 18:39,Bus,1.0,0.03,1.0
2022-08-22 10:38,Bus,2.2,0.1,1.0
2022-01-06 07:12,Bus,2.1,0.07,1.0
2022-08-17 15:09,Bus,1.1,0.06,1.0
2022-09-01 10:42,Bus,0.9,0.05,1.0
2022-02-11 19:28,Bus,0.5,0.02,1.0
2022-11-11 16:42,Bus,1.1,0.06,1.0
2022-01-05 19:56,Bus,0.6,0.02,1.0
2022-04-27 12:07,Bus,1.8,0.06,1.0
2022-12-17 07:59,Bus,2.7,0.09,1.0
2022-02-25 08:58,Bus,2.4,0.1,1.0
2022-06-23 16:40,Bus,2.3,0.08,1.0
2022-08-01 18:14,Bus,1.1,0.03,1.0
2022-02-23 08:32,Bus,1.3,0.08,1.0
2022-11-23 15:11,Bus,0.4,0.02,1.0
2022-05-08 14:02,Bus,0.3,0.01,1.0
2022-12-12 16:56,Bus,3.7,0.17,1.0
2022-12-22 15:51,Bus,0.8,0.03,1.0
2022-12-24 15:57,Bus,0.9,0.03,1.0
2022-08-04 14:24,Bus,1.2,0.05,1.0
2022-09-19 18:59,Bus,1.0,0.07,1.0
2022-05-08 13:30,Bus,0.6,0.02,1.0
2022-06-04 10:57,Bus,4.8,0.17,1.0
2022-03-05 19:36,Bus,2.6,0.1,1.0
2022-01-30 09:27,Bus,1.3,0.06,1.0
2022-12-30 11:39,Bus,2.8,0.09,1.0
2022-10-07 19:53,Bus,1.5,0.06,1.0
2022-11-21 15:38,Bus,2.4,0.12,1.0
2022-06-07 11:54,Bus,2.5,0.09,1.0
2022-04-22 21:11,Bus,0.3,0.01,1.0
2022-06-10 17:07,Bus,2.1,0.08,1.0
2022-02-18 18:31,Bus,1.5,0.07,1.0
2022-10-11 22:36,Bus,2.7,0.09,1.0
2022-10-20 20:12,Bus,2.9,0.1,1.0
2022-03-22 18:39,Bus,0.9,0.03,1.0
2022-06-04 16:52,Bus,1.8,0.07,1.0
2022-04-16 20:02,Bus,0.8,0.03,1.0
2022-10-05 18:37,Bus,0.6,0.02,1.0
2022-06-11 21:45,Bus,1.2,0.03,1.0
2022-04-22 08:14,Bus,1.3,0.07,1.0
2022-09-21 08:01,Bus,0.8,0.03,1.0
2022-08-22 09:08,Bus,3.2,0.12,1.0
2022-08-15 13:17,Bus,1.8,0.13,1.0
2022-01-01 17:38,Bus,0.8,0.04,1.0
2022-03-02 18:23,Bus,1.1,0.05,1.0
2022-08-19 19:48,Bus,0.8,0.03,1.0
2022-12-04 14:50,Bus,1.3,0.06,1.0
2022-04-22 21:36,Bus,1.0,0.04,1.0
2022-07-13 21:55,Bus,1.0,0.04,1.0
2022-12-21 13:17,Bus,6.4,0.26,1.0
2022-06-17 21:57,Bus,1.5,0.06,1.0
2022-01-09 21:09,Bus,1.2,0.05,1.0
2022-03-06 16:49,Bus,2.2,0.07,1.0
2022-04-22 17:22,Bus,0.2,0.01,1.0
2022-06-15 20:25,Bus,1.3,0.06,1.0
2022-12-29 17:33,Bus,0.5,0.02,1.0
2022-03-22 11:49,Bus,1.5,0.06,1.0
2022-06-07 12:17,Bus,0.7,0.02,1.0
2022-06-09 21:13,Bus,1.8,0.06,1.0
2022-07-10 10:04,Bus,1.5,0.06,1.0
2022-07-12 09:23,Bus,5.0,0.21,1.0
2022-04-14 16:43,Bus,1.2,0.05,1.0
2022-12-28 20:39,Bus,2.0,0.11,1.0
2022-04-24 19:38,Bus,0.3,0.01,1.0
2022-02-11 12:26,Bus,2.6,0.09,1.0
2022-12-26 16:42,Bus,0.5,0.02,1.0
2022-03-07 20:29,Bus,1.8,0.06,1.0
2022-02-21 20:35,Bus,2.2,0.09,1.0
2022-10-30 10:55,Bus,0.3,0.01,1.0
2022-11-26 20:08,Bus,1.5,0.06,1.0
2022-07-28 09:20,Bus,0.6,0.02,1.0
2022-05-18 09:49,Bus,1.3,0.06,1.0
2022-06-23 22:47,Bus,1.2,0.04,1.0
2022-04-01 14:39,Bus,2.0,0.08,1.0
2022-09-16 19:02,Bus,0.5,0.02,1.0
2022-11-01 19:09,Bus,1.7,0.07,1.0
2022-01-11 10:02,Bus,0.8,0.04,1.0
2022-06-27 20:22,Bus,0.8,0.03,1.0
2022-01-04 18:28,Bus,1.0,0.05,1.0
2022-07-27 08:04,Bus,2.1,0.12,1.0
2022-06-23 16:53,Bus,1.0,0.04,1.0
2022-09-24 21:32,Bus,0.7,0.04,1.0
2022-10-07 08:17,Bus,0.6,0.03,1.0
2022-08-22 20:04,Bus,1.1,0.03,1.0
2022-03-19 11:44,Bus,3.1,0.14,1.0
2022-12-31 11:26,Bus,3.8,0.14,1.0
2022-05-16 15:11,Bus,1.8,0.07,1.0
2022-01-26 11:28,Bus,0.9,0.04,1.0
2022-09-24 11:34,Bus,0.2,0.01,1.0
2022-10-10 08:41,Bus,0.8,0.05,1.0
2022-11-29 20:29,Bus,2.9,0.16,1.0
2022-11-26 23:03,Bus,1.7,0.06,1.0
2022-08-23 11:23,Bus,1.4,0.06,1.0
2022-11-12 22:04,Bus,1.7,0.07,1.0
2022-07-22 20:10,Bus,1.7,0.05,1.0
2022-09-27 18:11,Bus,1.0,0.04,1.0
2022-04-06 19:22,Bus,0.3,0.02,1.0
2022-12-26 20:44,Bus,1.1,0.04,1.0
2022-04-13 17:15,Bus,0.3,0.01,1.0
2022-02-25 18:19,Bus,1.2,0.05,1.0
2022-05-16 15:53,Bus,1.5,0.06,1.0
2022-04-29 20:20,Bus,2.7,0.09,1.0
2022-11-17 16:24,Bus,0.7,0.04,1.0
2022-04-02 12:15,Bus,0.5,0.02,1.0
2022-12-09 21:02,Bus,1.5,0.09,1.0
2022-03-18 11:07,Bus,0.3,0.01,1.0
2022-11-16 21:39,Bus,0.4,0.02,1.0
2022-01-14 19:44,Bus,1.8,0.07,1.0
2022-08-25 14:12,Bus,4.1,0.15,1.0
2022-09-08 18:27,Bus,1.2,0.04,1.0
2022-09-20 10:36,Bus,0.3,0.01,1.0
2022-09-23 09:52,Bus,0.7,0.04,1.0
2022-05-05 15:21,Bus,1.1,0.04,1.0
2022-12-28 18:45,Bus,3.9,0.15,1.0
2022-10-20 15:37,Bus,1.2,0.05,1.0
2022-10-15 20:05,Bus,2.1,0.08,1.0
2022-12-08 18:36,Bus,2.2,0.09,1.0
2022-05-09 13:04,Bus,1.3,0.08,1.0
2022-06-09 09:07,Bus,2.2,0.09,1.0
2022-04-11 14:03,Bus,2.8,0.11,1.0
2022-01-07 21:32,Bus,1.0,0.04,1.0
2022-11-21 09:36,Bus,3.1,0.1,1.0
2022-04-15 22:02,Bus,1.9,0.08,1.0
2022-08-02 20:24,Bus,0.3,0.01,1.0
2022-09-08 10:21,Bus,1.4,0.05,1.0
2022-03-02 10:13,Bus,3.0,0.11,1.0
2022-06-17 14:33,Bus,0.8,0.02,1.0
2022-04-21 09:56,Bus,0.2,0.01,1.0
2022-04-25 17:02,Bus,2.2,0.09,1.0
2022-11-29 17:28,Bus,1.8,0.08,1.0
2022-10-01 14:43,Bus,0.7,0.04,1.0
2022-04-07 17:42,Bus,4.0,0.16,1.0
2022-03-08 16:26,Bus,1.3,0.07,1.0
2022-02-25 21:31,Bus,1.7,0.07,1.0
2022-08-01 09:35,Bus,0.9,0.03,1.0
2022-02-25 14:15,Bus,1.4,0.07,1.0
2022-11-16 20:16,Bus,1.4,0.05,1.0
2022-02-15 07:10,Bus,0.7,0.03,1.0
2022-07-04 16:41,Bus,1.0,0.04,1.0
2022-09-27 21:48,Bus,1.6,0.07,1.0
2022-05-11 15:57,Bus,1.7,0.07,1.0
2022-02-03 10:00,Bus,3.2,0.11,1.0
2022-04-29 15:52,Bus,1.4,0.05,1.0
2022-05-06 08:46,Bus,1.4,0.07,1.0
2022-04-21 19:03,Bus,1.0,0.04,1.0
2022-05-06 20:39,Bus,1.2,0.04,1.0
2022-02-19 07:23,Bus,0.8,0.03,1.0
2022-03-18 21:30,Bus,0.4,0.02,1.0
2022-03-05 10:46,Bus,0.7,0.03,1.0
2022-08-24 18:32,Bus,2.9,0.1,1.0
2022-03-14 18:49,Bus,0.3,0.01,1.0
2022-08-17 08:21,Bus,1.5,0.08,1.0
2022-04-04 17:20,Bus,1.8,0.06,1.0
2022-01-29 23:49,Bus,2.2,0.11,1.0
2022-08-23 21:28,Bus,0.5,0.02,1.0
2022-02-15 08:22,Bus,1.0,0.05,1.0
2022-08-12 23:45,Bus,1.0,0.04,1.0
2022-12-19 19:10,Bus,0.9,0.05,1.0
2022-12-27 17:53,Bus,1.1,0.06,1.0
2022-01-04 21:04,Bus,1.0,0.03,1.0
2022-06-08 19:00,Bus,1.5,0.08,1.0
2022-12-21 18:37,Bus,2.2,0.09,1.0
2022-05-16 16:34,Bus,0.6,0.02,1.0
2022-08-26 17:02,Bus,3.7,0.15,1.0
2022-01-22 15:10,Bus,1.2,0.05,1.0
2022-02-25 20:13,Bus,1.5,0.08,1.0
2022-11-21 16:30,Bus,0.8,0.04,1.0
2022-10-21 18:56,Bus,1.9,0.07,1.0
2022-03-13 11:37,Bus,0.9,0.04,1.0
2022-01-27 21:52,Bus,1.2,0.04,1.0
2022-12-29 22:18,Bus,1.6,0.05,1.0
2022-11-02 18:49,Bus,0.4,0.01,1.0
2022-11-18 17:43,Bus,0.6,0.02,1.0
2022-05-29 07:56,Bus,1.9,0.08,1.0
2022-01-29 14:30,Bus,1.5,0.06,1.0
2022-12-28 15:34,Bus,0.9,0.04,1.0
2022-10-26 21:43,Bus,1.9,0.06,1.0
2022-08-11 14:14,Bus,0.9,0.04,1.0
2022-05-27 20:28,Bus,1.4,0.04,1.0
2022-11-23 15:23,Bus,0.8,0.04,1.0
2022-01-02 07:43,Bus,3.8,0.22,1.0
2022-10-24 17:59,Bus,0.5,0.01,1.0
2022-02-03 18:15,Bus,3.9,0.13,1.0
2022-01-11 17:09,Bus,1.1,0.06,1.0
2022-05-16 08:58,Bus,0.8,0.03,1.0
2022-02-16 18:45,Bus,2.1,0.07,1.0
2022-10-11 16:43,Bus,2.0,0.08,1.0
2022-03-07 18:13,Bus,1.7,0.07,1.0
2022-06-27 19:15,Bus,1.7,0.09,1.0
2022-12-29 17:11,Bus,0.9,0.04,1.0
2022-12-10 14:43,Bus,0.8,0.04,1.0
2022-11-02 07:28,Bus,3.0,0.16,1.0
2022-04-09 06:53,Bus,0.6,0.03,1.0
2022-08-30 20:51,Bus,3.1,0.1,1.0
2022-07-04 16:07,Bus,1.7,0.06,1.0
2022-07-18 09:50,Bus,4.3,0.17,1.0
2022-05-31 08:46,Bus,0.7,0.03,1.0
2022-02-16 13:58,Bus,1.3,0.05,1.0
2022-05-23 17:13,Bus,3.2,0.1,1.0
2022-04-06 19:34,Bus,3.4,0.13,1.0
2022-02-11 19:30,Bus,0.7,0.02,1.0
2022-02-03 20:12,Bus,1.0,0.04,1.0
2022-07-29 16:29,Bus,0.6,0.02,1.0
2022-10-21 19:19,Bus,0.5,0.03,1.0
2022-02-09 19:34,Bus,0.8,0.03,1.0
2022-07-25 13:53,Bus,2.7,0.11,1.0
2022-11-02 18:34,Bus,1.7,0.08,1.0
2022-03-07 18:06,Bus,2.5,0.14,1.0
2022-11-19 15:43,Bus,1.9,0.06,1.0
2022-03-25 22:52,Bus,0.7,0.03,1.0
2022-05-28 12:15,Bus,1.3,0.06,1.0
2022-08-29 15:53,Bus,1.7,0.07,1.0
2022-01-22 11:25,Bus,2.0,0.11,1.0
2022-05-19 08:54,Bus,1.9,0.07,1.0
2022-07-28 18:11,Bus,1.9,0.07,1.0
2022-11-27 18:06,Bus,4.0,0.14,1.0
2022-03-11 11:46,Bus,1.5,0.06,1.0
2022-06-25 20:35,Bus,1.7,0.07,1.0
2022-11-13 09:04,Bus,2.8,0.12,1.0
2022-08-07 13:46,Bus,0.3,0.02,1.0
2022-12-03 19:00,Bus,1.4,0.05,1.0
2022-12-17 15:25,Bus,1.0,0.05,1.0
2022-03-12 15:06,Bus,1.6,0.05,1.0
2022-06-18 11:41,Bus,0.6,0.02,1.0
2022-01-22 16:51,Bus,1.8,0.09,1.0
2022-01-10 07:22,Bus,3.0,0.15,1.0
2022-09-10 17:50,Bus,0.3,0.02,1.0
2022-03-03 19:55,Bus,0.5,0.02,1.0
2022-08-07 08:54,Bus,1.8,0.07,1.0
2022-01-05 20:30,Bus,1.0,0.03,1.0
2022-01-12 17:46,Bus,0.3,0.02,1.0
2022-01-26 23:27,Bus,3.1,0.11,1.0
